,id,song,album,artist,acousticness_x,danceability_x,duration_ms_x,energy_x,instrumentalness_x,key_x,liveness_x,loudness_x,mode_x,speechiness_x,tempo_x,time_signature,valence_x,album_id,date,date_year,duration_ms_d,com_f_x,acousticness_y,artists,danceability_y,duration_ms_y,energy_y,explicit,instrumentalness_y,key_y,liveness_y,loudness_y,mode_y,name,popularity,release_date,speechiness_y,tempo_y,valence_y,year,release_date_year,artists_d,com_f_y,popularity_dummy,lyrics,stats_dict_tuple,num_sentences,num_words,num_syllables,readability,grade,richness,Language,neg,neu,pos,compound,compound_vader_polarity,artist_popularity
48,1Ddmlj7bPVa7bPgJg4M3aY,,,,,,,,,,,,,,,,,,,,,,0.126,['FreshProduce.'],0.785,223216,0.51,1,0.34,7,0.0814,-9.952,1,2000 Years,0,2016-02-21,0.209,137.972,0.33,2016,2016-01-01,FreshProduce.,FreshProduce.2232162000 Years0.1260.7850.5110.3470.0814-9.95210.209137.9720.33,0,"when we began our let ' move ! initiative four years ago , we set one simple but ambitious goal : to end the epidemic of childhood obesity in a generation so that kids born today will grow up healthy . to achieve this goal , we have adhered to one clear standard : what works . the initiatives we undertake are evidence - based , and we rely on the most current science . research indicated that kids needed less sugar , salt and fat in their diets , so we revamped school lunch menus accordingly . when data showed that the lack of nearby grocery stores negatively affected people ' eating habits , we worked to get more fresh - food retailers into underserved areas . studies on habit formation in young children drove our efforts to get healthier food and more physical activity into child care centers . today , we are seeing glimmers of progress . tens of millions of kids are getting better nutrition in school ; families are thinking more carefully about food they eat , cook and buy ; companies are rushing to create healthier products to meet the growing demand ; and the obesity rate is finally beginning to fall from its peak among our youngest children . so we know that when we rely on sound science , we can actually begin to turn the tide on childhood obesity . but unfortunately , we ' re now seeing attempts in congress to undo so much of what we ' ve accomplished on behalf of our children . take , for example , what ' going on now with the women , infants and children program , known as wic . this is a federal program designed to provide supplemental nutrition to low - income women and their babies and toddlers . the idea is to fill in the gaps in their diets — to help them buy items like fresh produce that they can ' afford on their own — and give them the nutrition they ' re missing . right now , the house of representatives is considering a bill to override science by mandating that white potatoes be included on the list of foods that women can purchase using wic dollars . now , there is nothing wrong with potatoes . the problem is that many women and children already consume enough potatoes and not enough of the nutrient - dense fruits and vegetables they need . that ' why the institute of medicine — the nonpartisan , scientific body that advises on the standards for wic — has said that potatoes should not be part of the wic program . unfortunately , this isn ' an isolated occurrence . we ' re seeing the same kind of scenario unfold with our school lunch program . back in 2010 , congress passed the healthy , hunger - free kids act , which set higher nutritional standards for school lunches , also based on recommendations from the institute of medicine . today , percent of schools report that they are meeting these new standards . as a result , kids are now getting more fruits , vegetables , whole grains and other foods they need to be healthy . this is a big win for parents who are working hard to serve their kids balanced meals at home and don ' want their efforts undermined during the day at school . and it ' a big win for all of us since we spend more than $ 10 billion a year on school lunches and should not be spending those hard - earned taxpayer dollars on junk food for our children . yet some members of the house of representatives are now threatening to roll back these new standards and lower the quality of food our kids get in school . they want to make it optional , not mandatory , for schools to serve fruits and vegetables to our kids . they also want to allow more sodium and fewer whole grains than recommended into school lunches . these issues will be considered when the house appropriations committee takes up the annual spending bill for the agriculture department on thursday . remember a few years ago when congress declared that the sauce on a slice of pizza should count as a vegetable in school lunches ? you don ' have to be a nutritionist to know that this doesn ' make much sense . yet we ' re seeing the same thing happening again with these new efforts to lower nutrition standards in our schools . our children deserve so much better than this . even with the progress we have made , one in three children in this country is still overweight or obese . one in three is expected to develop diabetes in his or her lifetime . and this isn ' just about our children ' health ; it ' about the health of our economy as well . we already spend an estimated $ 190 billion a year treating obesity - related conditions . just think about what those numbers will look like in a decade or two if we don ' start solving this problem now . the bottom line is very simple : as parents , we always put our children ' interests first . we wake up every morning and go to bed every night worrying about their well - being and their futures . and when we make decisions about our kids ' health , we rely on doctors and experts who can give us accurate information based on sound science . our leaders in washington should do the same .","({'num_sentences': 42, 'num_words': 1001, 'num_syllables': 1268}, {'readability': 75.479, 'grade': '7th Grade'})",42.0,1001.0,1268.0,75.479,7th Grade,0.2645833333333333,en,0.053,0.846,0.1009999999999999,0.9928,1.0,1.0
49,0HEmyajC3emYpQENeSOtWJ,,,,,,,,,,,,,,,,,,,,,,0.0446,['Nine Lives'],0.56,287493,0.785,0,0.00605,0,0.4379999999999999,-8.802999999999997,0,2000 Years,0,2017-09-08,0.131,96.969,0.51,2017,2017-01-01,Nine Lives,Nine Lives2874932000 Years0.04460.560.78500.0060500.438-8.80299999999999700.13196.9690.51,0,""" nowhere to run , nowhere to hide "" "" nowhere to run , nowhere to hide "" "" nowhere to run , nowhere to hide "" jet - setter and get in the four - door war torn look on a face so forlorn for the cause : drink , smoke , pause wake up , and do it again not a divorce , we should have gone half , coulda got more then live like , "" oh shit "" since tonight we face off the wall red lining , very enticing very enlightening , get him out , better indite him read a lot of good shit , lot of it ' biting middle of the night time it ' all good really till he started fucking with my thing don ' waste your time in sympathising i get the frightening feeling inside things can ' get better when i ' out there drinking and driving two kids in the boot — very exciting i can feel the madness , someone standing at my door i hope they can ' get in ' cause i ' not prepared to run i can feel the madness , someone standing at my door i hope they can ' get in ' cause i ' not prepared to run "" stop the madness "" "" gotta be strong "" "" stop the madness "" "" let ' get it on "" "" stop the madness "" "" nowhere to hide "" "" stop the madness "" "" let ' get it on "" "" stop the madness "" "" nowhere to hide "" "" represent inside "" i make them feel the madness didn ' you know i been ugly for a while now , trigger the phone so , let ' go man , we ' re gonna ' be late step daddy was my first born , this year she ' gonna be eight so , lace up them shoes , i ' bringing the bad news with a fat bag of a killer that can ' do better attitude line the rappers up , i kill them half of them is whack as fuck , i ' chillin ' hit it ! the piff get with it , don ' fuck with a crystal i ' rather a schnitzel get inside , it ' the quickening put it right there on your head like a christening dumb is bad , but dumb is good if i could live life like that , i fucking would but , what ' it all for ? i stay bent like all fours the baddest creeping up feeling , i ' feeling the madness i can feel the madness , someone standing at my door i hope they can ' get in ' cause i ' not prepared to run i can feel the madness , someone standing at my door i hope they can ' get in ' cause i ' not prepared to run "" stop the madness "" "" gotta be strong "" "" stop the madness "" "" let ' get it on "" "" stop the madness "" "" nowhere to hide "" "" stop the madness "" "" let ' get it on "" "" stop the madness "" "" nowhere to hide "" "" represent inside "" it ' been a long time coming , embrace the hiatus setty cooked the beats so you can feel my flavour master - chef in the kitchen , damn picture me and trials and the flash in the pan , now we on i can feel the madness ten years of tour make the habits the baddest and it ' real hard to break some i take shots from the fountain of youth to try to stay young been around the country about nine times the way i cheated death i got nine lives my car crashed doing eighteen years old , man i ' not ready to go yet , got years of shows and sex plus , back then the oars ain ' even broke yet had learn to walk for the second time , so i stand tall head high with his pen of mine i can feel the madness , someone standing at my door i hope they can ' get in ' cause i ' not prepared to run i can feel the madness , someone standing at my door i hope they can ' get in ' cause i ' not prepared to run "" nowhere to run , nowhere to hide "" "" nowhere to run , nowhere to hide "" "" nowhere to run , nowhere to hide "" "" there ' nowhere to run and nowhere to hide ""","({'num_sentences': 3, 'num_words': 803, 'num_syllables': 796}, {'readability': -148.709, 'grade': 'College Graduate'})",3.0,803.0,796.0,-148.709,College Graduate,0.2024844720496894,en,0.187,0.7040000000000001,0.109,-0.9959,-1.0,23.0
50,0Lp0hCQomQPNh7DelXe2rd,,,,,,,,,,,,,,,,,,,,,,0.00692,['Millenium'],0.847,383440,0.6970000000000001,0,0.406,9,0.3279999999999999,-12.028,1,2000 Years,0,1999-04-01,0.0877,127.991,0.551,1999,1999-01-01,Millenium,Millenium3834402000 Years0.006920.8470.697000000000000100.40690.328-12.02810.0877127.9910.551,0,"were from dallas texas , playaz we comin to take it ova millenium pimpin business , on ' em with soljaz sellin dreams just like doja , fillin wishes my tensions just gettin ridges , to define my pimpin now i ' breakin bitches as long as my money keep comin baby we could kick it as long as pimpin keep pussy sellin i ' ' a flip it a pimp stuck lifted , gifted , vicious mac we quick to snap tricks with a blunt lip recognize this pimp shit ain ' takin no bullshit from none of these bitches takin they riches takin ' they dough given ' em what they askin fo , controllin ' they mind , controllin they soul entise the hoe provoke the hoe , fuck the hoe then pimp the hoe grabbin her by her throat when she come short up on my cash flo i got yo sister , yo mother , wifey excited lickin me nicely precisely nightly in tightly robe wards is how she delight me , dont like me label me shistey but respected i can ' help when yo hoes wanna rest with these millenium pimps in texas ] now who are we ? the niggas breakin bitches on the motherfuckin dime though we was responsible , we ' ll rob yo whole line the late night phone calls , they keep you talkin quiet its millenium pimpin nigga thats how its goin down i dont wanna ask but i will pass the deal phone to the next toe crook niggas dont love hoes , we fuck hoes then toss hoes i wuz smoked out when i saw her backstage at a concert yellow bone with no shoes on , tellin me to beat her with her eyes locked on my creased jeans , my crook chain and my crook ways she wanna blow my mind away and followin me since yestereday bank accounts with credit cards , you know she gave me all of that just to keep me payed then gave me head off in my cadillac boy i snag hoes when i ' limpin , limpin , quick game and and i ' strippin , strippin nigga fanga toes or the hinney in it ? naw bitch its the pimpin in it got hoes doin hoes manashe trois puttin on shows on videos so i can watch and sigh my candy coated rose now open yo mind and peep its pimpin biogaphy millenium pimpin we gots to be schoolin hoes for philosophy my point is you better hit the streets blaze the sweet told that girl be back by she came back with bout two ' , two hoes , and some fire ] now who are we ? the niggas breakin bitches on the motherfuckin dime though we was responsible , we ' ll rob yo whole line the late night phone calls , they keep you talkin quiet its millenium pimpin nigga thats how its goin down now who are we ? the niggas breakin bitches on the motherfuckin dime though we was responsible , we ' ll rob yo whole line the late night phone calls , they keep you talkin quiet its millenium pimpin nigga thats how its goin down now its the real deal , playalistic pimp shit goin down here im havin yo hoes do shit like silly tricks when you can ' find the deal years a pimp and they see ya i ' tellin these hoes to simple they claim you buyin ' em clothes and ice on they ring wonderin why you can ' maintain im a perfect game , first the change i pimp the bitch then stay in her brain now shes purchasin chains , princess jane , til yo shoes fit til you strangers all a part of it , been up audited , from the start of it my main purpose is to work with , when only ideas is worth it say miss lady i dont pimp for free paper pushin or we spendin ' ? hold that , bitch and let me see what you workin with is what you need now the ultimatum is you make my money i ' a keepa honey , honey pull another pellet , pellet on me , and blowin ' em off in my volkswagon i can pimp hoes with my eyes closed in a cadillac or the volvo spend game my big change to a white chief or a tahoe with a chromed out chevy tahoe the mayella bone then laced out tvs with flip screens we pimp hard then a ] now who are we ? the niggas breakin bitches on the motherfuckin dime though we was responsible , we ' ll rob yo whole line the late night phone calls , they keep you talkin quiet its millenium pimpin nigga thats how its goin down now who are we ? the niggas breakin bitches on the motherfuckin dime though we was responsible , we ' ll rob yo whole line the late night phone calls , they keep you talkin quiet its millenium pimpin nigga thats how its goin down","({'num_sentences': 8, 'num_words': 877, 'num_syllables': 1019}, {'readability': -2.732, 'grade': 'College Graduate'})",8.0,877.0,1019.0,-2.732,College Graduate,0.2313860252004582,en,0.151,0.782,0.066,-0.9983,-1.0,60.8484016149315
51,5fq8G7s3E6xwjaYIeAfIvf,,,,,,,,,,,,,,,,,,,,,,1.63e-06,['Barathrum'],0.342,224120,0.899,0,0.65,11,0.123,-5.364,1,Sealed By Blood,0,2004,0.0494,165.082,0.613,2004,2004-01-01,Barathrum,Barathrum224120Sealed By Blood1.63e-060.3420.89900.65110.123-5.36410.0494165.0820.613,0,"my deal with satan , is sealed with blood by my own human blood - i ' a tool of great goat i lift up my eyes unto the hills i scream the words of ritual for my master satan is my master lord of darkness i prase thee satan my deal with satan ... devilish evil hell is all i need by blood rituals i praise my master devilish evil ... my deal with satan ...","({'num_sentences': 7, 'num_words': 105, 'num_syllables': 120}, {'readability': 94.924, 'grade': '5th Grade'})",7.0,105.0,120.0,94.924,5th Grade,0.3636363636363636,en,0.222,0.6920000000000001,0.086,-0.9042,-1.0,26.0
52,6zUypJ5KxHBPbUYF1lcjie,,,,,,,,,,,,,,,,,,,,,,7.55e-06,['Barathrum'],0.301,288200,0.858,0,0.84,11,0.171,-5.395,1,Into Maze Of Nightmares,0,2004,0.0425,108.066,0.526,2004,2004-01-01,Barathrum,Barathrum288200Into Maze Of Nightmares7.55e-060.3010.85800.84110.171-5.39510.0425108.0660.526,0,"nightfall and time to rest falling down to other world it is time to lost into maze of nightmares evil terrorn darkness and fear sorrow , bleeding , pain and despair evil terrorn darkness and fear sorrow , bleeding , pain and despair demons are hosts of your dream they torture your body they cut your veins they cut your throat evil terror gift from demonic host from hell evil terrorn darkness and fear sorrow , bleeding , pain and despair evil terrorn darkness and fear sorrow , bleeding , pain and despair demons are hosts of your dream","({'num_sentences': 1, 'num_words': 99, 'num_syllables': 129}, {'readability': -3.886, 'grade': 'College Graduate'})",1.0,99.0,129.0,-3.886,College Graduate,0.2121212121212121,en,0.611,0.346,0.043,-0.9981,-1.0,26.0
53,5cJlKu2TC8525zTc9ALete,,,,,,,,,,,,,,,,,,,,,,2.4e-06,['Barathrum'],0.467,163173,0.974,0,0.00966,0,0.44,-4.303,1,Angelraper,0,2004,0.141,115.008,0.471,2004,2004-01-01,Barathrum,Barathrum163173Angelraper2.4e-060.4670.97400.0096600.44-4.30310.141115.0080.471,0,"open wide the gates of heaven for me to enter i will go there to show no mercy for angels i will slay and mutilate and rape those heaven ' creatures i bring the ultimate chaos for that crowd of white wings wicked lust - wicked lust fist blast - fist blast wicked lust - wicked lust i am - i am angelraper sadistic and blasphemous and evil angelraper i am killing , ejaculating , opening their throats after my dark feast , i will be covered in the holy angelblood , angelblood wicked lust - wicked lust fist blast - fist blast wicked lust ...","({'num_sentences': 1, 'num_words': 106, 'num_syllables': 140}, {'readability': -12.491, 'grade': 'College Graduate'})",1.0,106.0,140.0,-12.491,College Graduate,0.3867924528301887,en,0.346,0.608,0.046,-0.9902,-1.0,26.0
54,1Jyv9YwG1b5zHSFWDu1KeD,,,,,,,,,,,,,,,,,,,,,,0.887,['Hot Tuna'],0.513,506840,0.281,0,0.146,4,0.236,-14.921,1,99 Year Blues,0,2011-11-25,0.0319,105.187,0.173,2011,2011-01-01,Hot Tuna,Hot Tuna50684099 Year Blues0.8870.5130.28100.14640.236-14.92110.0319105.1870.173,0,"well , now give me my pistol , man and three round balls i ' gonna shoot everybody that i don ' like at all like at all , like at all like at all , like at all gotta . 38 special , man and . 45 frame you know the thing don ' miss ' cause i got dead aim got dead aim , got dead aim got dead aim , got dead aim well , the world is a drag and my friends can ' vote gonna make me a connection and score some dope go , get high , go , get high go , get high , go , get high","({'num_sentences': 3, 'num_words': 118, 'num_syllables': 106}, {'readability': 90.915, 'grade': '5th Grade'})",3.0,118.0,106.0,90.915,5th Grade,0.2521008403361344,en,0.262,0.604,0.134,-0.9564,-1.0,40.0
55,1v3BqnWUpHKqnHwJmr3nvK,,,,,,,,,,,,,,,,,,,,,,0.927,['Hot Tuna'],0.55,545853,0.221,0,0.474,4,0.951,-15.771,1,99 Year Blues,0,2011-02-08,0.0331,105.052,0.326,2011,2011-01-01,Hot Tuna,Hot Tuna54585399 Year Blues0.9270.550.22100.47440.951-15.77110.0331105.0520.326,0,"well , now give me my pistol , man and three round balls i ' gonna shoot everybody that i don ' like at all like at all , like at all like at all , like at all gotta . 38 special , man and . 45 frame you know the thing don ' miss ' cause i got dead aim got dead aim , got dead aim got dead aim , got dead aim well , the world is a drag and my friends can ' vote gonna make me a connection and score some dope go , get high , go , get high go , get high , go , get high","({'num_sentences': 3, 'num_words': 118, 'num_syllables': 106}, {'readability': 90.915, 'grade': '5th Grade'})",3.0,118.0,106.0,90.915,5th Grade,0.2521008403361344,en,0.262,0.604,0.134,-0.9564,-1.0,40.0
56,0EDDUlKcotByX6SuPMcyK2,,,,,,,,,,,,,,,,,,,,,,0.0945,['Gavin Lakin'],0.645,185613,0.439,0,0.0,2,0.182,-14.403,1,That Girl In The Yearbook,0,2004,0.0295,99.967,0.743,2004,2004-01-01,Gavin Lakin,Gavin Lakin185613That Girl In The Yearbook0.09450.6450.43900.020.182-14.40310.029599.9670.743,0,"it go , run dum dum , this for my niggas selling yayo i said run dum dum , keep it bussin ' every day yo four four with the nose leakin ', still workin back up in this bitch like a lab surgeon fired up , leave a snitch nigga wide if he wired up yeah , huh , jaw shut pool butts ran to the bread but only got crusts so me grindin ' with that iron is a real must and it will bust , trust so hush little boy hush it ' a man ' world you can go and keep it jerkin do your dance girl i ' a cold nigga street entrepreneur trying to gain figures huh , plus i heard you was a lame nigga nah nigga , no need to explain nigga first off see you never did your thing nigga looked up in the year book and seen you was the same nigga take you back to as a child where you was runnin from the same niggas that is bustas now so you drink to sterilize your pain and you never sober , should of been a soldier up jumps the boogie to the bang bang boogie not another nigga fuckin ' with me i go upside your head , leave a mother fucker dead and i dare an eye witness to see i got me something and it do somethin ' sweet acting retarded nigga my cup of tea bang pop niggas sling rocks like a sling shot call my bitch china white , all she do is bang cock still with the same glock , like i never heard cops fuck police tattoo ' niggas serve got beanie down , blacked up every niggas strapped up and we all tryna prove somethin ' move somethin ' fool nothin ' all you niggas dead frontin ' be politicking ' never beyond dumbin ' straight gunnin ' huh ? yeah , so whats crackalackin '? look into a nigga eyes you know whats ' bout to happen back in action , flip the money like gymnastics wrapped in plastic , fantastic yeah make the soda pop you niggas smell the odor coca cola , heard it ' cheaper in the nolia so do the nolia clap where them birds at ? just know i ' here for business though see i serve rats yeah , make sure nigga heard that seen as he hit the back his ass getting whacked yeah , and it ' on to the next one gone to the next onw flyer than a jetson you knowin ' ima get it in playin with the heat you should have gave it to your niggas then shots jump , roping out the glock smoking like a double dutch too much","({'num_sentences': 4, 'num_words': 476, 'num_syllables': 539}, {'readability': -9.747, 'grade': 'College Graduate'})",4.0,476.0,539.0,-9.747,College Graduate,0.3684210526315789,en,0.1669999999999999,0.732,0.102,-0.9876,-1.0,0.0
57,2RkXApYwS6OLWHCkG3EPr2,,,,,,,,,,,,,,,,,,,,,,0.715,['Hot Tuna'],0.54,544040,0.218,0,0.4270000000000001,4,0.767,-16.099,1,99 Year Blues,0,2011-09-20,0.0291,99.905,0.255,2011,2011-01-01,Hot Tuna,Hot Tuna54404099 Year Blues0.7150.540.21800.427000000000000140.767-16.09910.029199.9050.255,0,"well , now give me my pistol , man and three round balls i ' gonna shoot everybody that i don ' like at all like at all , like at all like at all , like at all gotta . 38 special , man and . 45 frame you know the thing don ' miss ' cause i got dead aim got dead aim , got dead aim got dead aim , got dead aim well , the world is a drag and my friends can ' vote gonna make me a connection and score some dope go , get high , go , get high go , get high , go , get high","({'num_sentences': 3, 'num_words': 118, 'num_syllables': 106}, {'readability': 90.915, 'grade': '5th Grade'})",3.0,118.0,106.0,90.915,5th Grade,0.2521008403361344,en,0.262,0.604,0.134,-0.9564,-1.0,40.0
58,2OQ3gx92jQZXDK3HfPApLt,,,,,,,,,,,,,,,,,,,,,,0.11,['Riverside City Band'],0.6509999999999999,311027,0.513,0,0.0538,0,0.1169999999999999,-15.215,1,Down by the Riverside,0,2013-03-29,0.0466,103.054,0.922,2013,2013-01-01,Riverside City Band,Riverside City Band311027Down by the Riverside0.110.65099999999999990.51300.053800.117-15.21510.0466103.0540.922,0,"- gibberish - one time for my homies on the block all my real gees getting bigger like whaaat ! and it ' weekly , we up in the city , we be making big things boy you know we don ' stop pay attention as the crew sails coming with the change something like the retail and we don ' fail , to make a big tale outta micro i know you getting the gist on a mission we be heading off together never go under the weather , only focused on being better man with my pen and paper ama hold it down for my brothers on the grind flying high no feather man always moving together like the caravan never let a man down this ain ' that kinda band always be there for one another go down on my knees for my sisters and my brothers yea ! one time for the squad for my real gees who been there from the start keeping it one hundred for the honeys and the bosses no we ' re never taking ' no losses in this kingdom business we profit and we profess like the prophets , greatness so when you see the squad on the block believe that it ' ' bout to be gold on a lock down my homies on the scene when the man ' down y3 mo ka s3 yada ! steady wishing life upon me ' cos you know they know wassup now yeah y3 mo ka s3 yada ! i said my homies on the scene when the man ' down y3 mo ka s3 yada ! steady wishing life upon me ' cos you know they know wassup now yeah y3 mo ka s3 yada ! mmmmm one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! oh god i just want to say a very big thank you for the fam that i have in every country that i step to that even in my weakness they all come through to my defence over our lives you preceded so we don ' care the world ' tag rejects ' cos we are the light of the world we are the voice in the wilderness we are the trees planted by the riverside we family we are the light of the world we are the voice in the wilderness we are the trees planted by the riverside ... huh ! drom ) ) ni ok3 ha ) we never coming down from the top floor drom ) ) ni ok3 ha ) even in the drought you see us smiling drom ) ) ni ok3 ha ) we never coming down from the top floor one god - one - one cross huh ! goddey so we dey my homies on the scene when the man ' down y3 mo ka s3 yada ! steady wishing life upon me ' cos you know they know wassup now yeah y3 mo ka s3 yada ! i said my homies on the scene when the man ' down y3 mo ka s3 yada ! steady wishing life upon me ' cos you know they know wassup now yeah y3 mo ka s3 yada ! mmmmm one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! okay … my homies on the scene when the man ' down they will never ever let a man down tribulations tryna take me out in one round ? we gon ' give ' em dwi - chagi homie van damme ' cos we ' re one body - the body of christ stay linked this i promise you the boys be in sync connection stay strong and higher than satellite squad ' way up with the son we shining bright uh we lifting each other up that ' on the daily stay on our grind ain ' got no time to dilly - dally we be , showing support to our brothers going through phases and loving all of the crazies who really don ' care what faith is my bros stand firm with their ten toes stay walking in god ' will you can ' bend those the devil dey yarn trash ? he ' the main boss shut your trap boy you need mentos 🤮 my crew stay strapped with the word - yeah they deliver daily fighting temptations - take ' em down to the river drowning ' em out - i was once down and out but now i ' not ' cos christ don dragged me out and now my roots run deep - i ' chasing that living water devil stay testing - like why do you even bother ? hmm .. i know you love to see me frown but even if i get down i hope you know that … my homies on the scene when the man ' down y3 mo ka s3 yada ! steady wishing life upon me ' cos you know they know wassup now yeah y3 mo ka s3 yada ! i said my homies on the scene when the man ' down y3 mo ka s3 yada ! steady wishing life upon me ' cos you know they know wassup now yeah y3 mo ka s3 yada ! mmmmm one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! one time for the gang , one time for the squaw one time for the krrrrrruuu yah ! i got homies on the scene steady wishing life upon my being said i got homies on the scene steady wishing life upon my being","({'num_sentences': 38, 'num_words': 1183, 'num_syllables': 1227}, {'readability': 87.49, 'grade': '6th Grade'})",38.0,1183.0,1227.0,87.49,6th Grade,0.1606498194945848,en,0.033,0.883,0.084,0.9906,1.0,0.0
59,66Eax0UiEPt2kthbh4OCC9,,,,,,,,,,,,,,,,,,,,,,3.11e-05,['Dm Moon'],0.655,151726,0.484,0,0.8109999999999999,5,0.0938,-15.876,0,Diamants of Love,0,2018-11-30,0.0496,143.993,0.504,2018,2018-01-01,Dm Moon,Dm Moon151726Diamants of Love3.11e-050.6550.48400.810999999999999950.0938-15.87600.0496143.9930.504,0,"pull up all black , feeling like i ' lady gaga squad gun you down , bitch , i feel like nobunaga sippin ' on somethin ', got me feelin ' real blissful nonstop hits , call me giuseppe greco turn up the sound , lets light the way round after round we blow today just bump the sound like it ' saturday we paved the way , never waste away turn up the sound , lets light the way round after round we blow today just bump the sound like it ' saturday we paved the way , never waste away i got fans all up on me , i fuck your bitch as a hobby i ' training ho ' like it ' zombies , i send you back to the lobby bitch , my neck is drippin ' and it ' lookin ' like somе candy bitch , suck my dick while i ' sippin ' on some brandy i got fans from the coast to thе coast with the virgins at the cove and bitch , we doin ' the most i got four , five bands and they matchin ' the scope whole gang comin ' up like we pullin ' the ropes i got a big bag , homie pullin ' up and then we dippin ' big sad because i ' comin ' up because i ' different shit slaps , now i ' finna get my bag homie said he don ' got pc , so i pull up with a mac it ' the prophet , i ' rappin ' i got my girl , i ' relaxin ' i got like four , five seconds in the bed when i ' smashin ' like new record , bitch don ' mind me , i be snappin ' all these diamonds on my fingers from the bag that i ' cashin ', like rule one , prophet is the . . a . two , right behind mol $ three , when we come together , hits are made by ten fold yukihira in the kitchen , we be servin ' this cold internet rappers in the cut , we makin ' shit gold playin ' poker with your bitch , playin ' yahtzee with your bitch i just pulled up in a wraith , now i ' fuckin ' on your bitch , ayy mc god , i don ' give a fuck drinkin ' champagne with your wifey , now she throwin ' up i ' ve been blowin ' up , they ' ve been showin ' love "" how you get so sexy ?"" ' cause i ' glowin ' up no oxy ' , but i ' clean , call me billy mays mc virgins run the game and we here to stay turn up the sound , lets light the way round after round we blow today just bump the sound like it ' saturday we paved the way , never waste away turn up the sound , lets light the way round after round we blow today just bump the sound like it ' saturday we paved the way , never waste away pullin ' up and i got way too many bitches on my dick we the virgins in the studio , we only makin ' hits gettin ' dm after dm , can these bitches take a hint ? call me senku , i got heavy fuckin ' stones up on my wrist , bitch your girl flat , just like a domino askin ' how we only make bangers , like bitch , i don ' know i just want the fame and the money , all the rest can go cruisin ' through the city in the droptop and i ' ridin ' slow okay , this beat too cold , alaska friend to mol $ we gone froze and we on top of the charts , we stayin ' large and i swear but i promise every that we hit and release every other rapper tryna hit us up and then meet , yeah party in the moment ' til we makin ' the news , yeah gettin ' all the money , like we enter the mood , yeah find it kinda funny , you don ' know what we do , yeah tell me if i ' crazy , but we rackin ' up views , oh pull up all black , feeling like i ' lady gaga squad gun you down , bitch , i feel like nobunaga sippin ' on somethin ', got me feelin ' real blissful nonstop hits , call me giuseppe greco","({'num_sentences': 3, 'num_words': 789, 'num_syllables': 804}, {'readability': -146.318, 'grade': 'College Graduate'})",3.0,789.0,804.0,-146.31799999999998,College Graduate,0.1977329974811083,en,0.107,0.753,0.14,0.955,1.0,0.0
60,5yTiy67skspNxhGkpKMuZK,,,,,,,,,,,,,,,,,,,,,,0.0030399999999999,['Luna Minds'],0.516,525307,0.597,0,0.953,0,0.0797,-8.544,1,Dream,0,2018-11-30,0.0431,186.024,0.4370000000000001,2018,2018-01-01,Luna Minds,Luna Minds525307Dream0.003040.5160.59700.95300.0797-8.54410.0431186.0240.4370000000000001,0,i took a pill and had a dream i was with you once again feel the music on god control ama la luna speak my mind let ' the rhythm take control swing so slow in mambo i wanna feel your flow youre hips on the floor and singin ' lailailei i wanna dance with you i wanna feel perfume summer love in holiday you and me feel the beat drink this wine dry so fine sneak ' bout the past you ' re heart by my heart i know you ' ll be mine let ' the rhythm take control swing so slow in mambo i wanna feel your flow youre hips on the floor and singin ' lailailei i wanna dance with you i wanna feel perfume summer love in holiday,"({'num_sentences': 1, 'num_words': 133, 'num_syllables': 155}, {'readability': -26.754, 'grade': 'College Graduate'})",1.0,133.0,155.0,-26.754,College Graduate,0.2158273381294964,en,0.0,0.8390000000000001,0.161,0.9599,1.0,0.0
